Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,195,175.39,136.85,213.94,,10/1/2015,6/30/2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,12393,0.25,0.07,0.44,,10/1/2015,6/30/2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,11031,0.11,0.04,0.18,,10/1/2015,6/30/2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,3868,2.79,1.58,4,,10/1/2015,6/30/2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.98,0.75,1.22,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,413,3.1,2.1,4.6,,4/1/2014,3/31/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for heart attack patients,MORT_30_AMI,No Different than the National Rate,172,13.1,10.1,16.6,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for CABG surgery patients,MORT_30_CABG,No Different than the National Rate,72,3.2,1.4,6.8,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for COPD patients,MORT_30_COPD,No Different than the National Rate,401,9.1,7,11.8,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for heart failure patients,MORT_30_HF,No Different than the National Rate,286,13.4,10.6,17,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for pneumonia patients,MORT_30_PN,No Different than the National Rate,618,16,13.5,18.8,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,155,14.9,11.3,19.3,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,996,0.93,0,2.17,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,773,6.15,0.78,11.51,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1640,3.43,1.22,5.64,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,938,4.57,1.49,7.65,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,417,0.73,0,1.97,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1079,1.63,0.63,2.64,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Pressure sores,PSI_3_ULCER,No Different than the National Rate,4052,0.1,0,0.66,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,72,153.28,106.38,200.17,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,5493,0.31,0.1,0.52,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,4872,0.1,0.03,0.18,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,1570,2.08,0.71,3.46,,10/1/2015,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.8,0.5,1.09,,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,4/1/2014,3/31/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for heart attack patients,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for COPD patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for heart failure patients,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for pneumonia patients,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Broken hip from a fall after surgery,PSI_8_POST_HIP,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,64,2.6,1.5,4.6,,4/1/2014,3/31/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for heart attack patients,MORT_30_AMI,No Different than the National Rate,146,13,10.1,16.5,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for CABG surgery patients,MORT_30_CABG,No Different than the National Rate,47,2.9,1.4,6.2,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for COPD patients,MORT_30_COPD,No Different than the National Rate,208,8,5.9,10.7,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for heart failure patients,MORT_30_HF,No Different than the National Rate,207,13,9.9,16.8,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for pneumonia patients,MORT_30_PN,No Different than the National Rate,248,12.5,9.6,15.8,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Death rate for stroke patients,MORT_30_STK,Worse than the National Rate,222,20.3,16.6,24.4,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,1041,1.04,0,2.18,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,722,7.77,3.46,12.08,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,2045,3.42,1.4,5.43,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,1043,5.65,2.97,8.33,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,536,0.66,0,1.84,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1519,0.95,0,1.92,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,5994,0.17,0,0.59,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,129,166.86,130.2,203.53,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,7260,0.28,0.09,0.48,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,6201,0.1,0.03,0.18,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,1901,2.31,1.07,3.55,,10/1/2015,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.9,0.65,1.15,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,28,2.7,1.5,4.7,,4/1/2014,3/31/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for heart attack patients,MORT_30_AMI,No Different than the National Rate,25,15.1,11,19.9,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for CABG surgery patients,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for COPD patients,MORT_30_COPD,No Different than the National Rate,75,7.8,5.3,11.5,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for heart failure patients,MORT_30_HF,No Different than the National Rate,69,11.6,7.8,16.8,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for pneumonia patients,MORT_30_PN,No Different than the National Rate,68,16.2,11.9,21.3,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,32,13.3,9.4,18.6,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,235,1.23,0,2.65,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,203,10.34,3.88,16.8,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,545,3.69,1.15,6.24,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,216,4.85,1.28,8.42,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,A wound that splits open after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,180,1.24,0,2.5,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,523,1.15,0.09,2.21,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Pressure sores,PSI_3_ULCER,No Different than the National Rate,2615,0.36,0,0.98,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,41,158.8,108.43,209.16,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,3520,0.35,0.13,0.57,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,2783,0.11,0.03,0.18,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,523,2.5,0.99,4,,10/1/2015,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,1.04,0.7,1.38,,10/1/2015,6/30/2017
