Provider_ID,Hospital Name,Address,City,State,ZIP Code,County,Measure Name,Measure ID,National Rate,Compare to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnotes,Measure Start Date,Measure End Date
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,369,15.4,12.2,19.1,,7/1/14,6/30/17
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,59,16.1,12.6,20.6,,7/1/14,6/30/17
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,490,23.7,20.4,27.1,,7/1/14,6/30/17
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,407,16,13.2,19.1,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,153,12.5,9.6,16.1,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,392,10.5,8.2,13.5,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,239,15.6,12.4,19.4,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,178,19,15.7,23.3,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,491,23,19.8,26.5,,7/1/14,6/30/17
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,270,18.6,15.5,22.2,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,161,11.6,8.9,14.9,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,497,7.9,6,10.4,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,Better than the National Rate,333,12.2,9.6,15.6,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,169,17.2,14,21.1,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,657,26,23,29.3,,7/1/14,6/30/17
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,406,18,15.1,21.2,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,173,12.3,9.6,15.6,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,No Different than the National Rate,427,11.1,8.6,14.2,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,436,13.8,11.2,17.1,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,172,18.8,15.5,22.8,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,No Different than the National Rate,563,22.8,19.8,26.2,,7/1/14,6/30/17
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,481,18.4,15.6,21.5,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,132,11.4,8.6,14.6,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,483,7.4,5.6,9.5,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,364,13.2,10.7,16.2,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,150,19.1,15.3,23.3,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,606,27.5,24.2,31.1,,7/1/14,6/30/17
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,Worse than the National Rate,392,21.6,18.4,25.3,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,78,12.4,9.2,16.3,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Heart failure (HF) 30-Day Mortality Rate,MORT-30-HF,,Better than the National Rate,276,8.2,6.1,10.8,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Pneumonia (PN) 30-Day Mortality Rate,MORT-30-PN,,No Different than the National Rate,240,12.3,9.5,16,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM-30-AMI,,No Different than the National Rate,162,16.4,13.1,20.3,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Heart failure (HF) 30-Day Readmission Rate,READM-30-HF,,Worse than the National Rate,382,26.1,22.7,29.9,,7/1/14,6/30/17
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,Pneumonia (PN) 30-Day Readmission Rate,READM-30-PN,,No Different than the National Rate,269,18,14.9,21.8,,7/1/14,6/30/17
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT-30-AMI,,No Different than the National Rate,129,11.6,8.7,15.2,,7/1/14,6/30/17
