Provider ID,Hospital Name,Address,City,State,Zip Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,1531,17,15.4,18.8,,7/1/2014,6/30/2017
260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,8166912000,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,244,11.5,9.2,14.2,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Hospital return days for heart attack patients,EDAC_30_AMI,Average days per 100 discharges,181,14.3,-3.7,35.2,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Hospital return days for heart failure patients,EDAC_30_HF,Average days per 100 discharges,345,16.2,-3,38.4,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Hospital return days for pneumonia patients,EDAC_30_PN,More days than average per 100 discharges,679,14.2,0.9,29.3,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,95,19.2,13.1,28.5,,1/1/2016,12/31/2016
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,181,16.8,13.7,20.5,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,70,13.4,9.8,18.3,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,492,19.3,16.7,22,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,345,22.5,19.3,26,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,430,5.1,3.9,6.6,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,No Different than the National Rate,2381,15.3,14.3,16.3,,7/1/2016,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,678,18.3,15.8,20.9,,7/1/2014,6/30/2017
260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,8167817200,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,155,12,9.3,15.1,,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Hospital return days for heart attack patients,EDAC_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Hospital return days for heart failure patients,EDAC_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Hospital return days for pneumonia patients,EDAC_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,1/1/2016,12/31/2016
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2016,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,8166306081,Rate of readmission for stroke patients,READM_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Hospital return days for heart attack patients,EDAC_30_AMI,Average days per 100 discharges,159,15.1,-4.8,37.7,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Hospital return days for heart failure patients,EDAC_30_HF,More days than average per 100 discharges,246,26.7,1.7,53.6,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Hospital return days for pneumonia patients,EDAC_30_PN,Average days per 100 discharges,280,10.1,-8.7,31.2,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,206,18.3,12.7,26.4,,1/1/2016,12/31/2016
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,159,17.7,14.6,21.2,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,46,13.5,9.9,17.9,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,264,20.3,17.5,23.4,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,246,23.2,19.8,26.9,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,67,4.4,3,6.4,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,Worse than the National Rate,2375,16.5,15.4,17.5,,7/1/2016,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,280,17.9,15.2,21,,7/1/2014,6/30/2017
260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,JACKSON,8162764000,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,212,12,9.6,15,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Hospital return days for heart attack patients,EDAC_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Hospital return days for heart failure patients,EDAC_30_HF,Average days per 100 discharges,89,32.5,-5,75.4,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Hospital return days for pneumonia patients,EDAC_30_PN,More days than average per 100 discharges,74,37.8,7.5,77.1,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,120,17.4,12.1,25.1,,1/1/2016,12/31/2016
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,89,19.8,16.7,23.5,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,89,20,16.1,24.4,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,28,4.3,3,6.2,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,No Different than the National Rate,574,16.2,15,17.5,,7/1/2016,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,74,17.7,14.2,21.8,,7/1/2014,6/30/2017
260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,8164041000,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,26,11.3,8.7,14.6,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Hospital return days for heart attack patients,EDAC_30_AMI,Fewer days than average per 100 discharges,244,-22.8,-37.2,-6.6,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Hospital return days for heart failure patients,EDAC_30_HF,Average days per 100 discharges,467,7.8,-9.7,27.3,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Hospital return days for pneumonia patients,EDAC_30_PN,Average days per 100 discharges,887,-0.6,-12.8,11.5,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,306,19.2,13.6,26.9,,1/1/2016,12/31/2016
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,244,14.7,11.9,17.5,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,67,12.4,9.3,16.5,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,224,19.1,16.3,22.2,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,465,22.3,19.4,25.5,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,234,4.7,3.4,6.5,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,No Different than the National Rate,2594,15.3,14.4,16.2,,7/1/2016,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,887,17.5,15.4,19.6,,7/1/2014,6/30/2017
260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,8169424000,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,163,11.2,8.9,14,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Hospital return days for heart attack patients,EDAC_30_AMI,More days than average per 100 discharges,179,30,9.5,55.1,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Hospital return days for heart failure patients,EDAC_30_HF,Average days per 100 discharges,443,14,-3.9,34.5,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Hospital return days for pneumonia patients,EDAC_30_PN,More days than average per 100 discharges,689,22,7.9,37.7,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,50,16.2,11,23.7,,1/1/2016,12/31/2016
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,No Different than the National Rate,179,17.9,14.6,21.7,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Rate of readmission for CABG,READM_30_CABG,No Different than the National Rate,42,13.6,9.9,18.3,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,Worse than the National Rate,513,23.8,21.1,26.8,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,443,23.9,20.8,27.1,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,Worse than the National Rate,458,6.2,4.8,7.9,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,Worse than the National Rate,3169,17.3,15.8,18.3,,7/1/2016,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,689,18.3,16.1,20.8,,7/1/2014,6/30/2017
260095,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,8166987000,Rate of readmission for stroke patients,READM_30_STK,No Different than the National Rate,173,12.7,10.2,15.7,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Hospital return days for heart attack patients,EDAC_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Hospital return days for heart failure patients,EDAC_30_HF,Average days per 100 discharges,34,-23.7,-56.1,16.7,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Hospital return days for pneumonia patients,EDAC_30_PN,Average days per 100 discharges,42,22.9,-8.3,64.4,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,"Rate of unplanned hospital visits after colonoscopy (per 1,000 colonoscopies)",OP-32,No Different than the National Rate,33,16.7,11.3,24.3,,1/1/2016,12/31/2016
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Acute Myocardial Infarction (AMI) 30-Day Readmission Rate,READM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Rate of readmission for CABG,READM_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Rate of readmission for chronic obstructive pulmonary disease (COPD) patients,READM_30_COPD,No Different than the National Rate,36,19.1,15.8,22.9,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Heart failure (HF) 30-Day Readmission Rate,READM_30_HF,No Different than the National Rate,34,21.6,17.4,26.4,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Rate of readmission after hip/knee replacement,READM_30_HIP_KNEE,No Different than the National Rate,110,3.8,2.6,5.5,,7/1/2014,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,30-Day Hospital-Wide All-Cause Unplanned Readmission Rate,READM_30_HOSP_WIDE,No Different than the National Rate,302,14.6,13.1,16.2,,7/1/2016,6/30/2017
260102,TRUMAN MEDICAL CENTER LAKEWOOD,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,8164047000,Pneumonia (PN) 30-Day Readmission Rate,READM_30_PN,No Different than the National Rate,42,17.4,13.6,22,,7/1/2014,6/30/2017
